"https://www.webmd.com/hiv-aids/news/20080911/cdc-young-black-men-get-most-hiv
","Sept. 11, 2008 -- HIV is striking African-Americans with ""alarming"" ferocity, according to a new CDC report."
"https://www.webmd.com/hiv-aids/news/20080911/cdc-young-black-men-get-most-hiv
",Young (aged 13-29) black men who have sex with men get HIV more often than any other age/racial group.
"https://www.webmd.com/hiv-aids/news/20080911/cdc-young-black-men-get-most-hiv
",African-American women are 15 times more likely to get HIV than are white women.
"https://www.webmd.com/hiv-aids/news/20080911/cdc-young-black-men-get-most-hiv
",African-American men are six times more likely to get HIV than are white men.
"https://www.webmd.com/hiv-aids/news/20080911/cdc-young-black-men-get-most-hiv
","African-Americans get nearly half of all new HIV infections in the U.S.
Men who have sex with men get more than half of all new HIV infections in the U.S.
Among white gay/bisexual men, those aged 30-39 and 40-49 get the most new HIV infections."
"https://www.webmd.com/hiv-aids/news/20080911/cdc-young-black-men-get-most-hiv
","The number of new HIV infections among young black men who have sex with men is alarming,"" Kevin Fenton, MD, PhD, director of the CDC's division of HIV/AIDS, said at a news conference held to announce the findings."
"https://www.webmd.com/hiv-aids/news/20080911/cdc-young-black-men-get-most-hiv
","No less alarming is the astonishingly heavy impact of HIV on African-American women, says Richard Wolitski, PhD, acting director of the CDC's division of HIV/AIDS prevention."
"https://www.webmd.com/hiv-aids/news/20080911/cdc-young-black-men-get-most-hiv
","A range of issues contributes to disproportionate HIV risk for African-Americans, such as poverty, stigma, lack of access to health care, and higher rates of sexually transmitted diseases,"" Wolitski said at the news conference."
"https://www.webmd.com/hiv-aids/news/20080911/cdc-young-black-men-get-most-hiv
",Black women face additional challenges such as power imbalances in sexual relationships with men.
"https://www.webmd.com/hiv-aids/news/20080911/cdc-young-black-men-get-most-hiv
","And he said that the CDC is working to expand existing HIV prevention programs, especially for African-American men who have sex with men."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","In many ways, African-Americans have been hit harder by HIV than any other racial or ethnic group in the United States."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","On average, African-Americans with AIDS don't live as long as the other groups."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","AIDS is a leading cause of death in African-Americans, especially in young women."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","The CDC says that in 2016, four times as many black women were diagnosed with HIV than Hispanic or white women."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","Many black people may be HIV-positive and not know it, so they continue to spread the virus while also getting sicker."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","In 2014, only 59% of African-Americans living with HIV were taking medicine for it."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","In 2015, more than half of those who died of HIV were African Aerican."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","Some African-Americans still mistakenly believe that HIV is a white, gay disease."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
",Part of the problem may be a lingering distrust in the black community of government sources of information and research.
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","The historic Tuskegee Syphilis Study did harmful medical testing on African-Americans, without their knowledge, for 40 years."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","Black men ""on the down low"" have sex with men but may not tell their women sex partners."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
",Most African-American men and women get HIV when they don't use a condom or other protection when they have sex with a man.
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
",It's less likely for a black man to get HIV from a woman.
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
",And it's more likely for a black man than a white man to get HIV by having sex with men.
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","It's easier for someone who has another sexually transmitted disease (STD), like gonorrhea, to get or pass HIV, and the infection rates for STDs are higher for African-Americans."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","As a group, African-Americans are more likely to be uninsured or publicly insured than whites."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","Injecting Drugs
Sharing drug needles or syringes with someone who is infected with HIV is the second-most common way African-American men and women get HIV."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
","How to Lower the Impact
Raising awareness about what HIV is and what it's doing to the African-American community is a start."
"https://www.webmd.com/hiv-aids/hiv-aids-in-blacks-alarming-crisis
",The CDC and other organizations are trying to shift ideas about HIV and AIDS so more black people feel safe talking about it and will get tested and treated.
"https://www.webmd.com/hypertension-high-blood-pressure/news/20130315/vitamin-d-supplements-tied-to-lower-blood-pressure-in-blacks
","Black Americans who take vitamin D supplements may significantly lower their blood pressure, a new study suggests."
"https://www.webmd.com/hypertension-high-blood-pressure/news/20130315/vitamin-d-supplements-tied-to-lower-blood-pressure-in-blacks
","Compared with other races, blacks in the United States are more likely to have vitamin D deficiency and more likely to have high blood pressure,"" said lead researcher Dr. John Forman, an assistant professor of medicine at the renal division of Brigham and Women's Hospital in Boston."
"https://www.webmd.com/hypertension-high-blood-pressure/news/20130315/vitamin-d-supplements-tied-to-lower-blood-pressure-in-blacks
","But among the black study participants, three months of supplemental vitamin D was associated with a drop in systolic blood pressure (the top number in a blood pressure reading) of up to 4 mm Hg, the researchers found."
